FoldablePackagePolicy,2021121601,,
50539,br.com.amil.beneficiarios,ignoreAppRotation,
50540,com.hornet.android,ignoreAppRotation,
50541,br.com.zap.imoveis,ignoreAppRotation,
50542,com.project.vivareal,ignoreAppRotation,
50543,pl.pracuj.android.jobsearcher,ignoreAppRotation,
50544,com.skycash.beta,ignoreAppRotation,
50545,pl.nask.mobywatel,ignoreAppRotation,
50546,com.dm.timber,ignoreAppRotation,
50547,com.play.play24m,ignoreAppRotation,
50548,pl.neptis.yanosik.mobi.android,ignoreAppRotation,
50549,com.citynav.jakdojade.pl.android,ignoreAppRotation,
50550,com.empik.empikgo,ignoreAppRotation,
50551,pl.inpost.inmobile,ignoreAppRotation,
50552,pl.vinted,ignoreAppRotation,
50553,pl.librus.synergiaDru2,ignoreAppRotation,
50554,pl.sodexo.dlaciebie2.app,ignoreAppRotation,
50555,pl.presspublica.rzeczpospolita,ignoreAppRotation,
50556,pl.rasp.newsweek,ignoreAppRotation,
50557,pl.sport.live,ignoreAppRotation,
50558,pl.onet.forbes,ignoreAppRotation,
50559,com.lidl.eci.lidlplus,ignoreAppRotation,
50560,com.kfc_polska,ignoreAppRotation,
50561,pl.biedronka,ignoreAppRotation,
50562,pl.carrefour.carrefourmobile,ignoreAppRotation,
50563,com.eurocash.delikatesycentrum,ignoreAppRotation,
50564,pl.lewiatan.mojlewiatan,ignoreAppRotation,
50565,pl.hebe.app,ignoreAppRotation,
50566,pl.com.rossmann.centauros,ignoreAppRotation,
50567,pl.topaz24.Topaz,ignoreAppRotation,
50568,pl.orlen.vitay,ignoreAppRotation,
50569,pl.orange.mojeorange,ignoreAppRotation,
50570,com.empik.empikapp,ignoreAppRotation,
50571,com.vogue.polska,ignoreAppRotation,
50572,pl.itaka.itaka,ignoreAppRotation,
50573,com.softhis.tui,ignoreAppRotation,
50574,pl.fakt24,ignoreAppRotation,
50575,pl.r.planer,ignoreAppRotation,
50576,de.zalando.mobile,ignoreAppRotation,
50577,dk.dsg.netto,ignoreAppRotation,
50578,com.betclic_live.pl,ignoreAppRotation,
50579,eu.ccc.mobile,ignoreAppRotation,
50580,com.mec.leroy,ignoreAppRotation,
50581,pl.eobuwie.eobuwieapp,ignoreAppRotation,
50582,pl.ziko.mobile,ignoreAppRotation,
50583,com.simplicity.janusz,ignoreAppRotation,
50584,pl.golinski.piotr.apg.januszclicker,ignoreAppRotation,
50585,pl.looksoft.doz,ignoreAppRotation,
50586,com.pgnig_bok,ignoreAppRotation,
50587,pl.zabka.apb2c,ignoreAppRotation,
50588,pl.gratka.technologie.android.czytnik,ignoreAppRotation,
50589,com.gruparmf.rmfmaxxx,ignoreAppRotation,
50590,com.gruparmf.rmfclassic,ignoreAppRotation,
50591,pl.eskarock,ignoreAppRotation,
50592,pl.antyradio20,ignoreAppRotation,
50593,pl.voxfm,ignoreAppRotation,
50594,pl.polskieradio.mobile,ignoreAppRotation,
50595,com.aplikacja_mobilna_jedynka,ignoreAppRotation,
50596,pl.onet.sympatia,ignoreAppRotation,
50597,com.smyk.app,ignoreAppRotation,
50598,pl.luxmed.pp,ignoreAppRotation,
50599,pl.gratka.technologie.android.czytnik.gazetakrakowska,ignoreAppRotation,
50600,pl.gratka.technologie.android.czytnik.gazetawroclawska,ignoreAppRotation,
50601,pl.looksoft.castorama,ignoreAppRotation,
50602,com.unibail.arkadia,ignoreAppRotation,
50603,com.swmansion.dajspisac,ignoreAppRotation,
50604,pl.nx.ktr.vip,ignoreAppRotation,
50605,pl.tvn.android.fakty,ignoreAppRotation,
50606,com.unibail.mokotow,ignoreAppRotation,
50607,pl.amistad.android.galeriakrakowska,ignoreAppRotation,
50608,pl.tvn.kontakt24,ignoreAppRotation,
50609,com.infopigula,ignoreAppRotation,
50610,pl.goodie.prd,ignoreAppRotation,
50611,pl.payback,ignoreAppRotation,
50612,com.kubi.kucoin,ignoreAppRotation,
50613,net.bitbay.bitcoin,ignoreAppRotation,
50614,express.bydgoski.wiadomosci.informacje.fakty,ignoreAppRotation,
50615,pl.gratka.technologie.android.czytnik.dzienniklodzki,ignoreAppRotation,
50616,pl.gratka.technologie.android.czytnik.kurierlubelski,ignoreAppRotation,
50617,com.ch24.android,ignoreAppRotation,
50618,com.kiks.client,ignoreAppRotation,
50619,pl.gdynia.app,ignoreAppRotation,
50620,com.mecom.poranny.pl,ignoreAppRotation,
50621,com.mecom.gs24.pl,ignoreAppRotation,
50622,cz.newslab.telemagazyn,ignoreAppRotation,
50623,pl.polskapress.android.gratka,ignoreAppRotation,
50624,pl.polskapresse.naszemiasto,ignoreAppRotation,
50625,com.mecom.nowiny24.pl,ignoreAppRotation,
50626,pl.gratka.technologie.android.czytnik.gloswielkopolski,ignoreAppRotation,
50627,pl.lukok.draughts,ignoreAppRotation,
50628,com.barclays.android.barclaysmobilebanking,ignoreAppRotation,
50629,com.deliveroo.orderapp,ignoreAppRotation,
50630,com.rbs.mobile.android.natwest,ignoreAppRotation,
50631,com.gumtree.android,ignoreAppRotation,
50632,fr.vinted,ignoreAppRotation,
50633,uk.co.santander.santanderUK,ignoreAppRotation,
50634,com.williamhill.sports.android,ignoreAppRotation,
50635,uk.co.hsbc.hsbcukmobilebanking,ignoreAppRotation,
50636,co.uk.getmondo,ignoreAppRotation,
50637,com.wetherspoon.orderandpay,ignoreAppRotation,
50638,com.braveisland.apps.petmaster,ignoreAppRotation,
50639,com.myklarnamobile,ignoreAppRotation,
50640,com.revolut.revolut,ignoreAppRotation,
50641,com.poqstudio.app.platform.boohoo,ignoreAppRotation,
50642,com.myvodafoneapp,ignoreAppRotation,
50643,com.afterpaymobile.uk,ignoreAppRotation,
50644,com.greeneking.orderandpay,ignoreAppRotation,
50645,com.tesco.clubcardmobile,ignoreAppRotation,
50646,uk.co.o2.android.myo2,ignoreAppRotation,
50647,com.starlingbank.android,ignoreAppRotation,
50648,com.bskyb.skyservice,ignoreAppRotation,
50649,com.depop,ignoreAppRotation,
50650,uk.co.tsb.newmobilebank,ignoreAppRotation,
50651,uk.co.ee.myee,ignoreAppRotation,
50652,uk.co.focusmm.DTSCombo,ignoreAppRotation,
50653,com.boots.flagship.android,ignoreAppRotation,
50654,com.clearscore.mobile,ignoreAppRotation,
50655,com.bluelightcard.user,ignoreAppRotation,
50656,com.vid.vidman,ignoreAppRotation,
50657,com.hutchison3g.planet3,ignoreAppRotation,
50658,com.ga.loyalty.android.nectar.activities,ignoreAppRotation,
50659,com.deliveroo.driverapp,ignoreAppRotation,
50660,uk.co.club.costa.costa,ignoreAppRotation,
50661,com.planetart.fpuk,ignoreAppRotation,
50662,com.fuseboxgames.loveisland,ignoreAppRotation,
50663,co.uk.ringgo.android,ignoreAppRotation,
50664,com.citymapper.app.release,ignoreAppRotation,
50665,com.poqstudio.app.platform.studio,ignoreAppRotation,
50666,com.dpd.yourdpd,ignoreAppRotation,
50667,com.anmedia.wowcher.ui,ignoreAppRotation,
50668,com.firstgroup.first.bus,ignoreAppRotation,
50669,net.ilius.android.match,ignoreAppRotation,
50670,com.t2s.foodhub,ignoreAppRotation,
50671,com.yum.colonelsclub,ignoreAppRotation,
50672,com.sainsburys.ssa,ignoreAppRotation,
50673,com.poqstudio.app.platform.plt,ignoreAppRotation,
50674,com.neonplay.casualgolfclubtycoon,ignoreAppRotation,
50675,com.saramart.android,ignoreAppRotation,
50676,com.rbs.mobile.android.rbs,ignoreAppRotation,
50677,com.stagecoach.stagecoachbus,ignoreAppRotation,
50678,com.bgmobilenga,ignoreAppRotation,
50679,co.yellw.yellowapp,ignoreAppRotation,
50680,com.sainsburys.gol,ignoreAppRotation,
50681,com.pl.premierleague,ignoreAppRotation,
50682,com.wholee,ignoreAppRotation,
50683,com.skybet.app.skyvegas,ignoreAppRotation,
50684,com.funcraft.wordgrams,ignoreAppRotation,
50685,com.paybyphone,ignoreAppRotation,
50686,com.mttnow.droid.easyjet,ignoreAppRotation,
50687,com.gamesys.virgingamesslots,ignoreAppRotation,
50688,com.barclays.bca,ignoreAppRotation,
50689,uk.co.nationalrail.google,ignoreAppRotation,
50690,com.hermes.hercules,ignoreAppRotation,
50691,io.freetrade.android,ignoreAppRotation,
50692,com.asda.ScanandGoMobile,ignoreAppRotation,
50693,com.pktmny.mobile,ignoreAppRotation,
50694,com.roku.remote,ignoreAppRotation,
50695,com.ie.vanquis.interact.shell,ignoreAppRotation,
50696,com.homeretailgroup.myargoscard,ignoreAppRotation,
50697,com.google.android.projection.gearhead,ignoreAppRotation,
50698,de.apptiv.business.android.aldi_uk,ignoreAppRotation,
50699,com.wizzair.WizzAirApp,ignoreAppRotation,
50700,com.olioex.android,ignoreAppRotation,
50701,com.bitmango.go.wordcookies,ignoreAppRotation,
50702,com.tigerspike.newlook,ignoreAppRotation,
50703,com.morrisons.matchandmore.app,ignoreAppRotation,
50704,com.subway.subway,ignoreAppRotation,
50705,com.royalmail.app.droid,ignoreAppRotation,
50706,uk.co.tso.ctt,ignoreAppRotation,
50707,com.jet2.holidays,ignoreAppRotation,
50708,it.subito,ignoreAppRotation,
50709,posteitaliane.posteapp.apppostepay,ignoreAppRotation,
50710,posteitaliane.posteapp.appposteid,ignoreAppRotation,
50711,com.mcdonalds.mobileapp,ignoreAppRotation,
50712,com.unicredit,ignoreAppRotation,
50713,it.ministerodellasalute.immuni,ignoreAppRotation,
50714,it.doveconviene.android,ignoreAppRotation,
50715,it.icbpi.mobile,ignoreAppRotation,
50716,it.relaxbanking,ignoreAppRotation,
50717,com.satispay.customer,ignoreAppRotation,
50718,app.qoda,ignoreAppRotation,
50719,de.tellonym.app,ignoreAppRotation,
50720,it.quadronica.leghe,ignoreAppRotation,
50721,com.decathlon.app,ignoreAppRotation,
50722,it.esselunga.mobile.ecommerce,ignoreAppRotation,
50723,it.froggymedia.sportmediaset,ignoreAppRotation,
50724,se.maginteractive.rumble.free,ignoreAppRotation,
50725,com.fineco.it,ignoreAppRotation,
50726,fr.vestiairecollective,ignoreAppRotation,
50727,de.westwing.android,ignoreAppRotation,
50728,com.softtowelgames.wordmonger.android,ignoreAppRotation,
50729,com.iscoolentertainment.star.of.words.word.stack.game,ignoreAppRotation,
50730,com.edenred.mobiletr,ignoreAppRotation,
50731,com.latuabancaperandroid.investimenti,ignoreAppRotation,
50732,com.iscoolentertainment.wl,ignoreAppRotation,
50733,it.phoenixspa.inbank,ignoreAppRotation,
50734,com.fanatee.stop,ignoreAppRotation,
50735,com.volotea.droid,ignoreAppRotation,
50736,it.ingdirect.app,ignoreAppRotation,
50737,com.planetromeo.android.app,ignoreAppRotation,
50738,it.italotreno,ignoreAppRotation,
50739,com.digidust.elokence.akinator.freemium,ignoreAppRotation,
50740,com.catalinagroup.callrecorder,ignoreAppRotation,
50741,com.wildberries.ru,ignoreAppRotation,
50742,ru.sberbankmobile,ignoreAppRotation,
50743,ru.yandex.taxi,ignoreAppRotation,
50744,com.idamob.tinkoff.android,ignoreAppRotation,
50745,com.allgoritm.youla,ignoreAppRotation,
50746,ru.tinkoff.investing,ignoreAppRotation,
50747,ru.beru.android,ignoreAppRotation,
50748,ru.yandex.uber,ignoreAppRotation,
50749,ru.mts.mymts,ignoreAppRotation,
50750,com.citymobil,ignoreAppRotation,
50751,ru.filit.mvideo.b2c,ignoreAppRotation,
50752,com.taxsee.taxsee,ignoreAppRotation,
50753,ru.foodfox.client,ignoreAppRotation,
50754,ru.domclick.mortgage,ignoreAppRotation,
50755,biz.growapp.winline,ignoreAppRotation,
50756,com.yourstoryinteractive.sails.pirate.adventure,ignoreAppRotation,
50757,com.openmygame.games.android.wordpizza,ignoreAppRotation,
50758,ru.vkusvill,ignoreAppRotation,
50759,ru.tele2.mytele2,ignoreAppRotation,
50760,com.didiglobal.passenger,ignoreAppRotation,
50761,ru.leroymerlin.mobile,ignoreAppRotation,
50762,com.icemobile.lenta.prod,ignoreAppRotation,
50763,com.programmisty.emiasapp,ignoreAppRotation,
50764,com.carshering,ignoreAppRotation,
50765,com.cloudycastlegames.wordline,ignoreAppRotation,
50766,ru.sberbank.spasibo,ignoreAppRotation,
50767,ru.homecredit.mycredit,ignoreAppRotation,
50768,ru.kfc.kfc_delivery,ignoreAppRotation,
50769,goldapple.ru.goldapple.customers,ignoreAppRotation,
50770,com.zvooq.openplay,ignoreAppRotation,
50771,ru.ok.live,ignoreAppRotation,
50772,ru.sber.investor,ignoreAppRotation,
50773,ru.serebryakovas.lukoilmobileapp,ignoreAppRotation,
50774,ru.mvm.eldo,ignoreAppRotation,
50775,com.infoshell.recradio,ignoreAppRotation,
50776,ru.tutu.tutu_emp,ignoreAppRotation,
50777,com.ru.dixy,ignoreAppRotation,
50778,ru.myauchan.droid,ignoreAppRotation,
50779,ru.aeroflot,ignoreAppRotation,
50780,com.phonepe.app,ignoreAppRotation,
50781,com.jio.jioplay.tv,ignoreAppRotation,
50782,com.zerodha.kite3,ignoreAppRotation,
50783,com.eterno,ignoreAppRotation,
50784,com.gaana,ignoreAppRotation,
50785,com.next.innovation.takatak,ignoreAppRotation,
50786,com.fsn.nykaa,ignoreAppRotation,
50787,com.divum.MoneyControl,ignoreAppRotation,
50788,in.mohalla.sharechat,ignoreAppRotation,
50789,com.sbi.lotusintouch,ignoreAppRotation,
50790,cris.org.in.prs.ima,ignoreAppRotation,
50791,com.dreamplug.androidapp,ignoreAppRotation,
50792,nic.goi.aarogyasetu,ignoreAppRotation,
50793,com.nextbillion.groww,ignoreAppRotation,
50794,com.jio.media.jiobeats,ignoreAppRotation,
50795,fc.admin.fcexpressadmin,ignoreAppRotation,
50796,in.upstox.pro,ignoreAppRotation,
50797,com.axis.mobile,ignoreAppRotation,
50798,cdi.videostreaming.app,ignoreAppRotation,
50799,com.healthifyme.basic,ignoreAppRotation,
50800,com.jio.media.ondemand,ignoreAppRotation,
50801,com.wrx.wazirx,ignoreAppRotation,
50802,com.Dominos,ignoreAppRotation,
50803,com.msf.kbank.mobile,ignoreAppRotation,
50804,com.nis.app,ignoreAppRotation,
50805,tv.accedo.airtel.wynk,ignoreAppRotation,
50806,com.unacademyapp,ignoreAppRotation,
50807,naukriApp.appModules.login,ignoreAppRotation,
50808,com.mventus.selfcare.activity,ignoreAppRotation,
50809,com.urbanclap.urbanclap,ignoreAppRotation,
50810,com.whereismytrain.android,ignoreAppRotation,
50811,com.radio.pocketfm,ignoreAppRotation,
50812,com.urbanic,ignoreAppRotation,
50813,com.paytmmoney,ignoreAppRotation,
50814,com.sbi.SBIFreedomPlus,ignoreAppRotation,
50815,org.altruist.BajajExperia,ignoreAppRotation,
50816,com.oyo.consumer,ignoreAppRotation,
50817,in.org.npci.upiapp,ignoreAppRotation,
50818,com.coinswitch.kuber,ignoreAppRotation,
50819,com.bankofbaroda.mconnect,ignoreAppRotation,
50820,com.digilocker.android,ignoreAppRotation,
50821,com.jio.join,ignoreAppRotation,
50822,com.ge.capital.konysbiapp,ignoreAppRotation,
50823,com.cv.docscanner,ignoreAppRotation,
50824,com.mxtech.videoplayer.online,ignoreAppRotation,
50825,com.toi.reader.activities,ignoreAppRotation,
50826,com.licious,ignoreAppRotation,
50827,com.timesgroup.magicbricks,ignoreAppRotation,
50828,com.cardfeed.video_public,ignoreAppRotation,
50829,com.infrasoft.uboi,ignoreAppRotation,
50830,com.amazon.dee.app,ignoreAppRotation,
50831,com.cuvora.carinfo,ignoreAppRotation,
50832,com.phonegap.rxpal,ignoreAppRotation,
50833,com.pratilipi.mobile.android,ignoreAppRotation,
50834,com.nic.mparivahan,ignoreAppRotation,
50835,com.vaibhavkalpe.android.khatabook,ignoreAppRotation,
50836,com.paytm.business,ignoreAppRotation,
50837,com.ticno.olymptrade,ignoreAppRotation,
50838,com.ak.ta.dainikbhaskar.activity,ignoreAppRotation,
50839,com.shaadi.android,ignoreAppRotation,
50840,com.tataunistore.luxury,ignoreAppRotation,
50841,com.dunzo.user,ignoreAppRotation,
50842,com.jeevansathi.android,ignoreAppRotation,
50843,com.icicisecurity,ignoreAppRotation,
50844,com.icicibank.ibizz,ignoreAppRotation,
50845,com.supr.suprdaily,ignoreAppRotation,
50846,com.rbl.rblmycard,ignoreAppRotation,
50847,com.funnypuri.client,ignoreAppRotation,
50848,com.Version1,ignoreAppRotation,
50849,com.excelliance.multiaccounts,ignoreAppRotation,
50850,com.showtimeapp,ignoreAppRotation,
50851,in.dmart,ignoreAppRotation,
50852,com.fss.indus,ignoreAppRotation,
50853,com.snowcorp.vita,ignoreAppRotation,
50854,com.google.android.apps.nbu.paisa.merchant,ignoreAppRotation,
50855,com.applications.max,ignoreAppRotation,
50856,com.octafx,ignoreAppRotation,
50857,com.raincan.android.hybrid,ignoreAppRotation,
50858,com.namshi.android,ignoreAppRotation,
50859,com.stedor.instashop,ignoreAppRotation,
50860,com.fordeal.android,ignoreAppRotation,
50861,com.adcb.bank,ignoreAppRotation,
50862,com.landmarkgroup.centrepointstores,ignoreAppRotation,
50863,com.adib.mobile,ignoreAppRotation,
50864,ae.gov.mol,ignoreAppRotation,
50865,com.security.xvpn.z35kb,ignoreAppRotation,
50866,com.aloha.browser,ignoreAppRotation,
50867,com.fab.personalbanking,ignoreAppRotation,
50868,ae.gov.adpolice,ignoreAppRotation,
50869,com.sssports.sssports,ignoreAppRotation,
50870,com.maf.share,ignoreAppRotation,
50871,com.sports.live.cricket.tv,ignoreAppRotation,
50872,com.mashreq.NeoApp,ignoreAppRotation,
50873,com.lulu.commerce,ignoreAppRotation,
50874,com.hi5.app,ignoreAppRotation,
50875,mobilapp.opencart.doduae,ignoreAppRotation,
50876,com.virginmobile.uae,ignoreAppRotation,
50877,ae.fazaa,ignoreAppRotation,
50878,com.rak,ignoreAppRotation,
50879,com.here.app.maps,ignoreAppRotation,
50880,com.dewa.application,ignoreAppRotation,
50881,com.movefastcompany.bora,ignoreAppRotation,
50882,com.mourjan.classifieds,ignoreAppRotation,
50883,com.alohamobile.browser,ignoreAppRotation,
50884,ae.com.mcdonalds.delivery,ignoreAppRotation,
50885,com.vpn_tube.vpntube,ignoreAppRotation,
50886,ae.clevelandclinicabudhabi.healthportal,ignoreAppRotation,
50887,com.itc.tollGate,ignoreAppRotation,
50888,com.freshtohome,ignoreAppRotation,
50889,com.flipkart.android,ignoreAppRotation,
50890,com.imo.android.imoimhd,ignoreAppRotation,
50891,com.stylishop.styli,ignoreAppRotation,
50892,com.psiphon3.subscription,ignoreAppRotation,
50893,transad.abudhabi.taxi,ignoreAppRotation,
50894,com.citibank.mobile.citiuaePAT,ignoreAppRotation,
50895,com.cutie.merge.garden,ignoreAppRotation,
50896,com.starlinke,ignoreAppRotation,
50897,net.aramex,ignoreAppRotation,
50898,com.sankuai.meituan,ignoreAppRotation,
50899,com.tencent.qqmusic,ignoreAppRotation,
50900,com.baidu.searchbox,ignoreAppRotation,
50901,com.netease.cloudmusic,ignoreAppRotation,
50902,com.UCMobile,ignoreAppRotation,
50903,com.ss.android.article.news,ignoreAppRotation,
50904,com.icbc,ignoreAppRotation,
50905,com.dianping.v1,ignoreAppRotation,
50906,com.jv.samsungeshop,ignoreAppRotation,
50907,me.ele,ignoreAppRotation,
50908,cn.gov.tax.its,ignoreAppRotation,
50909,com.ximalaya.ting.android,ignoreAppRotation,
50910,com.sinovatech.unicom.ui,ignoreAppRotation,
50911,com.MobileTicket,ignoreAppRotation,
50912,com.android.bankabc,ignoreAppRotation,
50913,com.jd.jrapp,ignoreAppRotation,
50914,cmb.pb,ignoreAppRotation,
50915,com.wuba,ignoreAppRotation,
50916,com.mci.smagazine,ignoreAppRotation,
50917,com.tencent.news,ignoreAppRotation,
50918,com.achievo.vipshop,ignoreAppRotation,
50919,com.ct.client,ignoreAppRotation,
50920,com.sankuai.meituan.takeoutnew,ignoreAppRotation,
50921,com.lemon.lv,ignoreAppRotation,
50922,fm.qingting.customize.samsung,ignoreAppRotation,
50923,com.cainiao.wireless,ignoreAppRotation,
50924,com.cmbchina.ccd.pluto.cmbActivity,ignoreAppRotation,
50925,com.xunlei.downloadprovider,ignoreAppRotation,
50926,com.tencent.wemeet.app,ignoreAppRotation,
50927,com.snda.wifilocating,ignoreAppRotation,
50928,com.moji.mjweather,ignoreAppRotation,
50929,com.netease.newsreader.activity,ignoreAppRotation,
50930,com.dragon.read,ignoreAppRotation,
50931,com.Qunar,ignoreAppRotation,
50932,com.tencent.qt.qtl,ignoreAppRotation,
50933,com.tencent.qqpimsecure,ignoreAppRotation,
50934,com.kuaishou.nebula,ignoreAppRotation,
50935,com.zhongduomei.rrmj.society,ignoreAppRotation,
50936,com.shoujiduoduo.ringtone,ignoreAppRotation,
50937,com.jingyao.easybike,ignoreAppRotation,
50938,com.ss.android.article.lite,ignoreAppRotation,
50939,com.icoolme.android.weather,ignoreAppRotation,
50940,com.hpbr.bosszhipin,ignoreAppRotation,
50941,com.iflytek.inputmethod,ignoreAppRotation,
50942,com.babycloud.hanju,ignoreAppRotation,
50943,com.douban.frodo,ignoreAppRotation,
50944,com.umetrip.android.msky.app,ignoreAppRotation,
50945,com.hicorenational.antifraud,ignoreAppRotation,
50946,com.lalamove.huolala.client,ignoreAppRotation,
50947,cn.TuHu.android,ignoreAppRotation,
50948,com.kmxs.reader,ignoreAppRotation,
50949,com.tencent.weread,ignoreAppRotation,
50950,com.sgcc.wsgw.cn,ignoreAppRotation,
50951,com.tencent.token,ignoreAppRotation,
50952,com.starbucks.cn,ignoreAppRotation,
50953,com.netease.uu,ignoreAppRotation,
50954,com.xiachufang,ignoreAppRotation,
50955,com.didapinche.booking,ignoreAppRotation,
50956,com.cs_credit_bank,ignoreAppRotation,
50957,com.linkedin.android,ignoreAppRotation,
50958,com.smzdm.client.android,ignoreAppRotation,
50959,com.ecitic.bank.mobile,ignoreAppRotation,
50960,com.kugou.android.ringtone,ignoreAppRotation,
50961,com.homelink.android,ignoreAppRotation,
50962,com.android.icredit,ignoreAppRotation,
50963,com.cmcc.cmvideo,ignoreAppRotation,
50964,com.pingan.lifeinsurance,ignoreAppRotation,
50965,com.tencent.qqsports,ignoreAppRotation,
50966,com.chaoxing.mobile,ignoreAppRotation,
50967,com.baidu.input,ignoreAppRotation,
50968,com.app.shanghai.metro,ignoreAppRotation,
50969,cmccwm.mobilemusic,ignoreAppRotation,
50970,com.cmic.mmnes,ignoreAppRotation,
50971,com.glodon.drawingexplorer,ignoreAppRotation,
50972,com.ganji.android.haoche_c,ignoreAppRotation,
50973,com.job.android,ignoreAppRotation,
50974,com.yiche.autoeasy,ignoreAppRotation,
50975,com.yipiao,ignoreAppRotation,
50976,com.xtc.watch,ignoreAppRotation,
50977,com.cib.cibmb,ignoreAppRotation,
50978,com.lingan.seeyou,ignoreAppRotation,
50979,com.handsgo.jiakao.android,ignoreAppRotation,
50980,cn.cntv,ignoreAppRotation,
50981,com.qzone,ignoreAppRotation,
50982,com.yaya.zone,ignoreAppRotation,
50983,com.hupu.games,ignoreAppRotation,
50984,com.baidu.youavideo,ignoreAppRotation,
50985,com.koudai.weidian.buyer,ignoreAppRotation,
50986,com.lemon.faceu,ignoreAppRotation,
50987,com.huaxiaozhu.rider,ignoreAppRotation,
50988,com.booking,ignoreAppRotation,
50989,com.tplink.cloudrouter,ignoreAppRotation,
50990,com.jzzs.ParentsHelper,ignoreAppRotation,
50991,com.qihoo.loan,ignoreAppRotation,
50992,com.max.xiaoheihe,ignoreAppRotation,
50993,com.bilibili.comic,ignoreAppRotation,
50994,com.taobao.live,ignoreAppRotation,
50995,com.tongcheng.android,ignoreAppRotation,
50996,com.qihoo360.mobilesafe,ignoreAppRotation,
50997,com.black.unique,ignoreAppRotation,
50998,com.midea.ai.appliances,ignoreAppRotation,
50999,cn.samsclub.app,ignoreAppRotation,
51000,com.baidu.wenku,ignoreAppRotation,
51001,com.duxiaoman.umoney,ignoreAppRotation,
51002,fm.qingting.qtradio,ignoreAppRotation,
51003,com.shuqi.controller,ignoreAppRotation,
51004,com.sankuai.movie,ignoreAppRotation,
51005,com.ddnapalon.calculator.gp,ignoreAppRotation,
51006,com.hanweb.android.zhejiang.activity,ignoreAppRotation,
51007,vz.com,ignoreAppRotation,
51008,net.evecom.android.mztapp,ignoreAppRotation,
51009,com.tencent.tgclub,ignoreAppRotation,
51010,com.szzc,ignoreAppRotation,
51011,com.eastmoney.android.fund,ignoreAppRotation,
51012,com.snda.lantern.wifilocating,ignoreAppRotation,
51013,com.ygkj.chelaile.standard,ignoreAppRotation,
51014,com.tencent.transfer,ignoreAppRotation,
51015,cn.etouch.ecalendar,ignoreAppRotation,
51016,com.huodao.hdphone,ignoreAppRotation,
51017,android.zhibo8,ignoreAppRotation,
51018,com.tencent.gallerymanager,ignoreAppRotation,
51019,com.sunboxsoft.charge.institute,ignoreAppRotation,
51020,com.xs.fm,ignoreAppRotation,
51021,com.alicloud.databox,ignoreAppRotation,
51022,com.netease.gl,ignoreAppRotation,
51023,com.chinamobile.mcloud,ignoreAppRotation,
51024,com.changba,ignoreAppRotation,
51025,com.excean.gspace,ignoreAppRotation,
51026,com.ppdai.loan,ignoreAppRotation,
51027,cn.vcinema.cinema,ignoreAppRotation,
51028,cn.caocaokeji.user,ignoreAppRotation,
51029,com.netease.yanxuan,ignoreAppRotation,
51030,com.antutu.ABenchMark,ignoreAppRotation,
51031,cn.ishansong,ignoreAppRotation,
51032,com.chinarainbow.tft,ignoreAppRotation,
51033,io.dushu.fandengreader,ignoreAppRotation,
51034,cn.com.chsi.chsiapp,ignoreAppRotation,
51035,com.sohu.newsclient,ignoreAppRotation,
51036,com.icbc.elife,ignoreAppRotation,
51037,com.fenbi.android.servant,ignoreAppRotation,
51038,com.secoo,ignoreAppRotation,
51039,com.lanjingren.ivwen,ignoreAppRotation,
51040,com.lphtsccft,ignoreAppRotation,
51041,com.dongqiudi.news,ignoreAppRotation,
51042,com.netease.buff,ignoreAppRotation,
51043,bubei.tingshu,ignoreAppRotation,
51044,com.clover.daysmatter,ignoreAppRotation,
51045,com.peopledailychina.activity,ignoreAppRotation,
51046,com.example.businesshall,ignoreAppRotation,
51047,com.njh.biubiu,ignoreAppRotation,
51048,cn.com.sina.finance,ignoreAppRotation,
51049,com.qq.ac.android,ignoreAppRotation,
51050,com.shark.jizhang,ignoreAppRotation,
51051,com.wochacha,ignoreAppRotation,
51052,com.tencent.qqgame.xq,ignoreAppRotation,
51053,com.huluxia.gametools,ignoreAppRotation,
51054,com.kuaikan.comic,ignoreAppRotation,
51055,com.luojilab.player,ignoreAppRotation,
51056,com.ylmf.androidclient,ignoreAppRotation,
51057,com.androidesk,ignoreAppRotation,
51058,com.hengye.share,ignoreAppRotation,
51059,com.x2era.xcloud.app,ignoreAppRotation,
51060,com.yiche.price,ignoreAppRotation,
51061,com.aibang.bjtraffic,ignoreAppRotation,
51062,dji.mimo,ignoreAppRotation,
51063,com.boohee.one,ignoreAppRotation,
51064,com.ifeng.news2,ignoreAppRotation,
51065,com.chaozh.iReaderFree15.store,ignoreAppRotation,
51066,com.wandafilm.app,ignoreAppRotation,
51067,com.ziroom.ziroomcustomer,ignoreAppRotation,
51068,com.tencent.gamehelper.dnf,ignoreAppRotation,
51069,com.caict.xingchengka,ignoreAppRotation,
51070,com.huawifi.wifikeyys,ignoreAppRotation,
51071,com.tencent.qt.sns,ignoreAppRotation,
51072,plus.H5A84F959,ignoreAppRotation,
51073,com.soft.blued,ignoreAppRotation,
51074,com.aligames.kuang.kybc.samsung,ignoreAppRotation,
51075,cn.hsa.app,ignoreAppRotation,
51076,mobi.w3studio.apps.android.shsmy.phone,ignoreAppRotation,
51077,com.zcbl.bjjj_driving,ignoreAppRotation,
51078,com.doudou.calculator,ignoreAppRotation,
51079,com.qihoo.browser,ignoreAppRotation,
51080,com.tencent.gamereva,ignoreAppRotation,
51081,com.tencent.KiHan,ignoreAppRotation,
